"","LUV","JBLU","ALK","ALGT","GOL","GLUX","CPA","HA","SKYW","AAPL","KODK","WATT","KOSS","MSN","VUZI","UEIC","FN","PHG","ABBV","LLY","NVS","AZN","ADTN","HIVE","AUDC","ALLT","AVNW","ATEN","DAL","AAL","SAVE","CEA","ZNH","VLRS","UAL","volume.data.a6.df$ARCO"
"294",14342500,12265400,3452600,260800,1556100,0,703000,972500,470900,155552400,11650300,1073800,144600,31500,431200,37400,278400,2041400,5271500,3146100,1372100,4195100,176400,198460,450800,125700,120000,531100,20469700,54516400,9456700,16900,24800,343000,35228900,1383100
"295",14082600,7616600,3823800,340100,2057700,129,417100,816100,452100,187630000,13991000,844900,16500,17000,1154200,38000,162500,403400,4938300,2102600,1436200,3251900,319300,242160,529200,230400,152600,621900,18262700,45917200,9822600,25800,26200,289400,27114200,839900
"296",9824300,7592800,2831400,228700,890800,2100,456200,668300,523000,225702700,19151200,618000,31200,11600,604200,94600,213800,858700,9932300,4430700,2320900,3262600,276800,386220,398700,248300,96400,775200,20041500,72849700,9589900,8800,30500,263500,29722200,813900
"297",10868600,5755200,2281500,142500,1727600,0,286600,790600,442200,151948100,106239600,452100,44400,9400,1875900,47200,236500,521900,15783600,2358700,2986100,3943100,159300,266440,358100,137100,220200,648600,16307700,58889600,9388400,9700,16300,509500,26622800,518000
"298",11157400,6803800,2375600,278500,1059400,0,284900,807300,344100,200119000,19328700,736300,19400,6100,4003600,45900,194600,432500,9139200,2406800,1639100,3614200,369600,197060,763100,367500,85400,867200,29474900,86390800,14574700,23700,40800,650900,53966400,947800
"299",16721400,11637200,3143500,301400,1733000,100,688200,1236600,530300,257599600,13400800,1279600,21500,11400,27028000,49400,698400,668200,8921900,4226100,1840800,5122000,273200,326780,586800,330700,105200,1362300,25878700,64937000,12408700,41800,67300,401500,33121600,534300
"300",15543400,10052200,3242200,249100,1345000,0,329100,851800,519200,332607200,8801300,762900,14600,68300,6924600,49300,490800,599200,9444800,4361800,1529600,4610000,262300,123600,472500,107600,56200,613600,28129400,72746000,11239000,72300,98700,271600,33207100,669500
"301",15808600,14862000,2915000,315200,1699500,0,403600,720700,536900,231366600,9758100,616000,16500,24700,2354300,59600,295900,674900,8563900,4351200,1635700,6735600,245000,111700,702300,167200,81800,620600,19362700,79030200,12997100,62500,85300,305300,25407600,1152400
"302",12211500,7891000,2248700,282100,1367100,0,699100,790400,452500,176940500,15551800,751200,4800,7600,3982700,117400,494200,336000,5373500,2328500,1360500,11416300,248900,159240,355700,166500,86800,631600,17711300,52318600,7950100,26900,55700,290300,24905300,579700
"303",9024800,6646200,2018800,128700,1684900,0,276700,783000,338800,182274400,12752500,439300,7800,3800,2359800,88700,342500,444100,10403600,3961300,1655500,4407100,214000,59180,241100,198500,102400,510700,14344100,43916700,6084100,13800,23100,221600,19198700,1515800
"304",8044900,6670900,2445600,361800,1229600,0,380900,2194200,803700,180860300,20467800,557300,35900,53000,1880600,94500,324500,411800,8385800,3001400,1860400,4627700,179400,106620,244200,841300,53400,506500,16333000,39859100,7048300,14800,16600,274800,18939900,10246900
"305",9680700,7736800,1966800,132100,995200,0,476900,1200200,458200,140150100,8882400,443900,7000,6100,1340700,62500,213200,871000,5212300,3072500,1172600,4960000,427000,202360,402800,129400,52400,766000,22656400,38958800,6537700,20800,21100,214900,21378200,803100
"306",10131200,5822800,1725100,130700,1000700,0,483400,788200,379600,184642000,11014900,2541900,21100,32700,797100,91800,274100,366500,3851300,2923500,1049800,4300900,214400,77660,403600,207700,37200,432500,26009000,75200100,8664000,44300,32400,250900,33232400,676900
"307",19842600,10790900,2406300,185200,1408200,0,632300,968800,516900,154679000,187625500,939200,9700,16000,3219000,62600,183200,479400,6304400,3618800,5933100,3948500,274000,136700,380400,268900,86800,992300,26014800,50194400,5784800,22700,46700,388600,31339700,451300
"308",15234600,7163300,1743400,141100,1295700,0,460900,1007700,420500,178011000,101916100,650500,2800,18000,3811900,123600,252500,378100,5604700,3620700,2154100,3991900,633600,85840,456400,830100,69600,1755300,35079200,56403600,7024000,13700,27500,382000,32772800,705300
"309",21206300,7142800,3010800,372800,1402800,0,490700,1621500,877000,287104900,150084000,816200,7800,163400,2026500,233600,600400,337600,10076300,13209800,2275900,2931700,276400,208120,248300,324900,79200,907200,34449900,60604500,14242100,40600,48700,305000,29900900,1021700
"310",14266900,9578300,2862500,144400,1938100,0,721700,1835800,526200,195713800,43448600,509800,9400,27300,1427800,83300,221500,482900,7328300,3501600,1770300,6792700,182000,126520,185200,99600,49400,568100,18035300,33013400,4972500,18300,31800,215200,16700600,3261400
"311",10740000,7111900,1853000,89100,1117300,0,551900,849100,353400,183055400,21649400,545500,1000,23800,1071100,63900,153500,366400,5306100,2926400,1674100,3878600,260300,355360,351300,124600,42000,840000,17358100,45292600,6103000,15500,41500,297400,21576900,2945400
"312",6797500,6618500,2097400,108000,1195800,0,523900,720900,625600,150718700,17583700,867900,800,102200,2239800,66200,220700,282200,6253000,3545700,1548700,2922900,205600,184160,318200,552900,47000,1127900,22257800,49163200,8803500,17900,31000,240600,24638800,1656000
"313",10798800,8097400,3326000,172300,923400,0,356400,879700,439500,167743300,17876200,552600,42900,6600,1089600,145900,292400,431200,9980800,3424200,1580200,4123700,130600,297880,167300,159400,40800,1178700,21831500,43764000,5318600,16700,34400,269100,21461100,1014100
"314",9297300,9348700,1767600,115100,753500,0,352100,923400,278900,149981400,9916000,434800,1600,53200,1683500,55000,152400,576700,9935600,2440600,1034500,4954900,224200,341300,216900,108100,35000,1067600,22098400,63558200,7106200,25500,25800,191100,34828100,879300
"315",9235200,8518700,2922800,188400,1580100,0,1164900,1076800,423500,137672400,7260600,788200,29800,42500,901900,51500,156900,448500,6306900,2427100,1011200,2741400,150700,83920,137200,120900,179000,999900,14785600,46994300,7247400,12400,15500,293800,24979800,2595300
"316",5232400,7988400,1743500,187800,2051900,0,964900,953100,629800,99382200,5114200,1962100,7500,57900,1966100,46500,131900,600800,5508900,3308300,3839200,4177500,189500,120300,289800,138300,47000,771500,16664100,65428100,8047200,19400,30400,279800,29441400,924000
"317",10144900,9254000,1922300,263000,1259800,0,649000,917200,581300,142675200,8557700,5149500,1800,24000,2088200,91200,224400,468800,8209300,5083900,2676800,3001400,156300,238580,164500,119400,58800,548500,12501900,48842000,5104500,10200,15700,481100,18972200,360700
"318",8186800,8025900,1858700,286200,1522500,0,416600,1029300,332900,116120400,6346700,736300,10000,26600,1006800,56200,169800,278200,8777300,3809200,1965100,4728200,181200,191380,136200,177300,35800,582700,27126000,111883300,13790200,8300,18500,297500,35081000,294100
"319",11937400,10686500,3904400,445300,1211800,0,661900,1032100,369500,144712000,7798700,637500,200,8500,1305500,70100,187700,769500,5554300,3880000,1708800,5699100,179900,99560,153500,160900,26200,907400,14807100,53465500,8063000,8400,13600,217300,18046400,459400
"320",9304300,5299700,1987500,234500,920600,0,950400,590300,246500,106243800,10434500,481100,8500,10600,778000,55700,159900,624500,5984200,2790600,2488400,6704300,211300,145540,185500,192600,61800,1206700,20317100,85252400,11283300,6400,23400,488900,28719000,1441200
"321",10136000,7667300,2041000,347000,2568400,0,687000,769700,574100,161498200,8445800,614000,9300,17900,2170900,92900,184900,391400,8743800,2409200,1436200,3695000,291700,137900,155300,121000,22800,930000,15416600,61274200,10517600,5300,20900,247300,27677300,1229900
"322",8679300,12751900,2102900,286200,1348600,1900,369900,1126100,528100,96849000,6048400,268800,6900,8300,806400,53700,230200,262900,5899700,4602800,1572900,3518700,137900,194020,118200,95000,47800,641100,18123800,88851700,10565900,22300,16000,196100,28333500,798400
"323",9138800,12348900,3650600,276400,983400,0,266500,776900,443300,83477200,4609900,382400,21500,6200,723200,34300,106900,282900,5535100,4686100,1210700,2351300,171400,322100,218900,95900,38000,754100,16730600,65281000,7819000,11300,11400,576900,25311800,897100
"324",10501800,8699000,2633500,203900,2156700,0,239400,817400,301100,100506900,39465100,255800,6000,5800,1118000,37800,223800,265100,6005800,4590600,1441800,2092000,215600,472780,270300,157500,106400,1054500,12065800,39852500,5863800,12900,15200,316300,20202600,417300
"325",7378500,7105300,2139600,230000,684800,200,287700,1030000,273400,240226800,11475200,563900,164600,1508700,9615800,99000,99500,357500,7314900,3242700,1122100,2783500,238200,401040,159200,180600,29800,707200,22421200,63372200,8095700,6700,8500,129100,17303000,675300
"326",8839400,6569600,1941000,186400,1833000,0,285600,813300,519700,262330500,8605900,3565200,13000,335700,2600800,66200,146000,289300,7851700,5963900,2478100,2949800,162400,264480,102600,98600,26000,408400,16497900,37500000,5596200,23300,12100,267100,14976500,783600
"327",6905300,4804200,2196700,135800,1059900,0,176100,664900,221100,150712000,5401800,497300,3300,50900,2111900,50200,97800,370400,5863900,2710200,1428400,4656600,145200,174600,155000,66400,69800,635200,11922300,33776100,8678000,9700,5800,197600,23652000,541900
"328",4492700,5880500,1818600,137600,721200,0,208200,882800,243800,112559200,4983800,603600,8800,166100,1107500,42300,219300,495600,6190900,3785900,1156500,3038700,136700,259460,77900,91000,56000,1184400,11143600,32717300,5748600,6100,11200,319200,16210000,999000
"329",7333400,7028700,2456800,129200,857800,0,182200,1291300,209800,115393800,10662000,344400,14000,4926400,3868300,42400,97100,1154000,5358500,2918900,1181900,2665500,360100,154940,147500,91000,87200,745700,14588700,50560700,6611900,7500,13100,379300,33094400,2495700
"330",8592200,7990600,2153500,103000,1960800,0,205100,1511900,381500,120639300,15584600,286500,5500,9954800,1687500,43400,190100,1884700,10288000,3158900,1294500,3143700,342100,145820,210600,66900,43600,619300,14244300,46748800,7155900,4000,8400,594500,22578100,1009800
"331",7203900,8806200,1678000,132000,1815300,0,216600,845800,349200,124423700,5953600,378700,61200,1777500,1322800,45300,95700,1046400,6932100,2188700,1795500,4919100,458100,388960,130500,154200,39600,802900,11292300,37503600,8862100,13200,14400,205100,16092700,777700
"332",6532600,8922500,1722400,116400,684600,11000,222900,783900,328400,89946000,5436800,433000,11600,1230300,1286900,99300,136900,736400,9776900,1983700,1520000,8219800,240600,297360,132200,85900,20200,800600,25713700,90788900,16419700,14200,23600,1115700,24747800,2320700
"333",13663900,17293700,2675800,167800,1136300,130,391600,3018200,528800,101988000,6888400,287200,800,1441400,956000,78900,167500,932600,8080100,3056600,1303900,3751000,193100,226280,343200,68700,16400,711400,15247300,90787900,10883100,9600,12800,1126000,20690300,872800
"334",12518700,12898200,1974600,131100,974800,0,343700,1339500,378600,82572600,4162400,256900,2400,464100,661100,49800,161400,1233000,4238700,2427200,810400,5576900,285900,377160,456400,122600,41200,782500,16558300,85349600,9267600,10100,14100,610700,25924500,1184600
"335",9712900,10754300,2755400,156100,1188900,0,346100,1296800,408800,111850700,7338100,652400,11600,372100,1471500,88800,183000,1038000,7986300,2947100,1876400,6022000,273800,364560,484700,80100,28200,725900,13442000,65803400,5557200,6800,19900,399100,17594200,1159000
"336",6525100,12411200,1757600,166200,874200,0,436400,932500,479500,92276800,2936800,976000,7700,1599400,578900,85200,127200,772300,6705600,11374600,4040400,3702300,235200,272660,556400,92900,78400,1327700,22720900,64399800,11594700,24500,29600,352300,21822900,1709900
"337",12101000,10963500,1862300,231500,1721100,0,448200,2099200,437600,143937800,6680000,770800,4900,837500,1577200,63000,154100,674900,11480200,6188000,1971500,5263200,294900,153800,256200,71300,35800,872400,16962300,44070600,13417400,4800,18400,284700,17257400,1506300
"338",8383600,11091300,1971000,243100,1553400,0,372400,1058000,450300,146129200,5628100,831300,3900,158100,845700,71600,272200,528700,8876700,4099900,1639100,3534000,430200,304080,292600,85500,136600,1086500,15229400,51284700,11316000,6300,7500,285100,18783200,976700
"339",11253900,11771800,2885600,203700,1718900,0,349800,832100,482500,190272600,6399100,341400,0,328800,2306300,42800,127000,718400,18089100,4335300,1467800,4761600,402600,196460,335600,130300,42600,728900,14200900,41094500,6840100,9800,7000,226200,13901000,591500
"340",11362000,7033200,1722800,166100,951500,0,333200,769300,311300,122866900,3997800,677700,3800,213800,1014600,30900,217900,579900,10781400,3449500,2102900,5368800,557200,149920,225800,184400,32600,536900,14257900,43775200,6017900,4700,13500,323000,16309000,1357100
"341",7275300,8932500,2132200,126400,1215400,0,320000,496700,316200,107624400,5098200,335000,700,159200,911600,59100,312300,434600,8518800,3628400,1759000,4156800,546700,330780,382700,166500,32400,478300,12348500,45281300,5614300,15800,20700,290800,14812300,1417900
"342",8999900,6913500,2425300,106600,2204700,0,376200,855800,297700,138235500,7781900,801600,1600,140300,805500,40000,154700,533800,25849000,12211700,3426000,7385800,552800,533580,212600,136800,111400,679100,13145100,54890800,7153200,20400,26700,350200,16192100,1669600
"343",8070200,6128700,1477000,98400,2365800,0,260000,674800,527600,126387100,3948900,1257900,1900,249600,827500,82200,124300,443200,8013000,5731000,1748000,6660900,355700,347600,320600,120100,260800,416200,11821100,36703700,5344000,10500,21100,502600,13194100,718900
"344",5993300,5185900,1340000,91200,1704900,600,251900,832700,427000,114457900,8246500,832500,600,109800,723800,81600,165000,330000,7006900,6229800,2262300,3686300,366800,513780,528900,163800,183000,909400,58086400,231326200,24303900,60900,97800,644000,60942600,2347700
"345",30140200,28356200,7015100,429700,3712500,0,1705200,8203500,973200,154515300,7899300,844400,500,9e+05,1172100,69600,221100,571900,11028900,5493800,2227000,4381300,344300,119100,312700,124300,92200,938400,28449400,127529300,13026600,16400,19500,468000,26596600,1059400
"346",16842600,11280200,3642700,153400,2675700,0,1149300,3161800,716500,138023400,5903100,1025500,2500,178600,2172200,92400,235700,534300,12267200,5377000,1577900,5835800,205800,222960,308200,81200,61600,524600,20970400,81359600,8216900,21400,22000,405600,20044100,1324500
"347",10332700,7936300,2186400,134700,1719900,0,1186400,1784900,751800,112295000,4950700,465200,3000,86000,1585700,68300,110100,248900,9476500,3046800,1334300,4069700,266500,198040,389700,108300,210200,316700,21676300,75511700,11562600,7600,17200,504500,23503200,788500
"348",11046100,9059900,2473700,156500,3591900,0,855900,1463400,532700,103162300,6455700,652700,1300,81300,1457500,60100,189700,282500,7646600,3463400,1178000,2902900,252300,162820,179200,90100,138000,439600,20832400,56421500,11643000,16700,19900,382200,19977400,461100
"349",7828700,6635800,1917000,131600,1301900,0,531400,1049800,447800,81581900,6302300,727300,3600,80600,671200,58500,204300,394100,6888600,2142700,1043400,2900500,310200,236020,438800,75800,186400,537000,25376600,104867800,13841300,17800,34200,833500,28722700,1313200
"350",14330000,11955300,3729700,200400,2623400,0,736300,1652400,563500,91183000,4412200,958700,7800,121400,1119200,74100,235000,298300,8611300,4957600,1033000,5190500,179700,1255500,532100,212800,159600,447100,16952700,61956500,6579800,8200,28800,282200,19661400,1970900
"351",8384500,8308800,1802400,127300,1669800,0,706200,1126800,525300,74271000,9336900,4631200,4200,72000,964000,95400,168100,259800,11593500,3619200,1553100,6451500,267700,787680,407100,140600,302000,732400,21199200,99888500,9940500,8900,71300,650300,22482000,1834400
